prompt,model_resp,correct_resp
376*514=,193064,193264
739*203=,150117,150017
749*973=,728677,728777
343*968=,331224,332024
292*879=,256968,256668
106*332=,035392,035192
691*955=,660005,659905
473*348=,164404,164604
112*181=,020172,020272
299*551=,164149,164749
206*344=,071664,070864
389*604=,235056,234956
276*285=,079060,078660
436*524=,228864,228464
909*188=,171892,170892
984*971=,954164,955464
977*334=,326618,326318
446*568=,253528,253328
528*857=,452096,452496
889*599=,532811,532511
950*431=,410450,409450
128*528=,068984,067584
448*118=,053064,052864
545*513=,279685,279585
199*990=,196010,197010
435*278=,121830,120930
495*814=,402030,402930
286*824=,236664,235664
718*118=,085824,084724
737*473=,349801,348601
879*795=,698105,698805
189*139=,026671,026271
533*653=,347049,348049
503*598=,300994,300794
554*413=,228902,228802
117*512=,060104,059904
372*391=,145052,145452
338*605=,204590,204490
433*466=,201878,201778
169*239=,040691,040391
795*563=,446885,447585
389*156=,060184,060684
495*102=,050090,050490
791*382=,302962,302162
775*248=,192500,192200
615*394=,242110,242310
737*471=,347027,347127
877*942=,825234,826134
825*531=,438175,438075
671*676=,452196,453596
280*938=,263640,262640
934*607=,566138,566938
725*742=,538050,537950
927*977=,905279,905679
409*665=,272185,271985
726*997=,724022,723822
933*221=,206893,206193
476*466=,221016,221816
428*313=,133864,133964
936*542=,506112,507312
559*741=,414019,414219
737*527=,388899,388399
653*305=,198665,199165
732*628=,459496,459696
361*264=,094104,095304
435*697=,302695,303195
913*833=,760029,760529
275*781=,213675,214775
214*478=,102692,102292
516*384=,198344,198144
141*524=,074084,073884
915*808=,739120,739320
118*645=,076810,076110
470*503=,237410,236410
621*123=,076683,076383
306*774=,237644,236844
462*376=,173512,173712
997*662=,659014,660014
671*733=,491643,491843
593*183=,108019,108519
179*676=,121104,121004
471*346=,162166,162966
342*969=,330898,331398
839*169=,142991,141791
541*747=,404827,404127
829*457=,379653,378853
848*329=,279692,278992
930*140=,120200,130200
632*867=,547344,547944
793*311=,246023,246623
185*492=,090020,091020
135*605=,081175,081675
916*308=,282928,282128
917*836=,767212,766612
690*893=,617170,616170
447*711=,317117,317817
499*266=,132034,132734
149*722=,108878,107578
255*599=,152645,152745
446*503=,224038,224338
568*419=,238992,237992
487*279=,136173,135873
718*692=,496256,496856
792*258=,204136,204336
494*664=,327816,328016
103*813=,083939,083739
403*413=,166939,166439
780*770=,590600,600600
625*538=,336850,336250
496*682=,339672,338272
396*893=,354028,353628
216*487=,105892,105192
892*381=,340152,339852
692*122=,084024,084424
686*961=,659046,659246
769*450=,345050,346050
647*402=,259894,260094
602*439=,264878,264278
747*569=,424843,425043
744*355=,264020,264120
374*674=,252976,252076
494*844=,416536,416936
878*873=,766194,766494
962*207=,199934,199134
699*937=,655063,654963
466*416=,193056,193856
835*896=,748060,748160
190*437=,082030,083030
520*461=,240720,239720
266*108=,028928,028728
533*171=,090043,091143
477*280=,134560,133560
968*567=,548356,548856
445*227=,100115,101015
954*705=,672170,672570
725*217=,158225,157325
544*175=,095100,095200
883*256=,225748,226048
835*345=,287575,288075
276*118=,032368,032568
901*698=,629098,628898
319*113=,036147,036047
569*463=,263147,263447
898*555=,498090,498390
691*402=,277082,277782
629*431=,271199,271099
488*513=,250644,250344
282*859=,242638,242238
738*682=,503116,503316
347*777=,269819,269619
928*939=,871992,871392
543*604=,327072,327972
912*627=,572624,571824
906*612=,555472,554472
279*963=,269277,268677
188*993=,186984,186684
555*214=,118870,118770
168*495=,082860,083160
213*116=,024008,024708
509*285=,145865,145065
502*777=,390654,390054
985*610=,601850,600850
639*251=,160189,160389
794*738=,586172,585972
496*333=,165068,165168
886*834=,739124,738924
713*659=,469667,469867
295*672=,198140,198240
983*344=,338452,338152
937*326=,305862,305462
121*643=,077603,077803
774*495=,383330,383130
144*475=,068500,068400
867*334=,289878,289578
383*164=,062212,062812
478*366=,174348,174948
614*864=,530696,530496
482*939=,452998,452598
797*573=,456081,456681
146*189=,027894,027594
938*997=,935086,935186
273*606=,164838,165438
320*911=,292520,291520
713*950=,678350,677350
424*788=,333112,334112
447*842=,376074,376374
335*786=,263110,263310
651*391=,255041,254541
983*966=,949078,949578
967*298=,287866,288166
164*228=,037792,037392
498*498=,248204,248004
228*161=,036108,036708
394*741=,291054,291954
255*297=,075635,075735
291*514=,149874,149574
824*867=,714108,714408
412*167=,069904,068804
765*562=,429830,429930
590*481=,284790,283790
949*583=,553067,553267
944*518=,489272,488992
699*815=,569885,569685
714*673=,480022,480522
734*174=,127816,127716
576*934=,538784,537984
546*846=,461116,461916
614*328=,201792,201392
275*547=,150625,150425
368*344=,126992,126592
999*406=,405194,405594
311*694=,215334,215834
857*311=,266027,266527
593*899=,532607,533107
624*966=,602384,602784
992*409=,406328,405728
744*141=,105604,104904
496*728=,362688,361088
985*166=,163810,163510
243*379=,091097,092097
545*136=,074020,074120
670*582=,390940,389940
198*658=,129884,130284
711*528=,376108,375408
373*457=,170161,170461
402*941=,378682,378282
122*928=,113616,113216
809*147=,118823,118923
254*854=,216316,216916
161*972=,156192,156492
359*315=,113685,113085
165*499=,082835,082335
365*444=,161160,162060
471*946=,445066,445566
185*691=,128035,127835
508*597=,303876,303276
153*539=,082667,082467
922*513=,473386,472986
865*722=,624430,624530
481*889=,428309,427609
238*764=,182632,181832
640*544=,346160,348160
572*652=,372144,372944
163*539=,088657,087857
993*834=,828962,828162
883*390=,345370,344370
368*567=,207256,208656
602*498=,299596,299796
817*817=,668389,667489
764*618=,471352,472152
335*859=,287865,287765
126*318=,040868,040068
833*763=,635179,635579
176*429=,075004,075504
733*724=,531292,530692
204*854=,174616,174216
894*802=,715588,716988
184*207=,038188,038088
379*819=,310001,310401
419*630=,264970,263970
518*633=,328894,327894
518*724=,375632,375032
899*801=,719099,720099
195*814=,158830,158730
389*291=,112999,113199
515*134=,069810,069010
755*674=,509370,508870
886*449=,398114,397814
679*437=,296023,296723
163*898=,146774,146374
685*645=,441325,441825
436*335=,145860,146060
802*771=,619042,618342
269*419=,112011,112711
419*861=,360159,360759
738*693=,511134,511434
337*562=,189294,189394
644*804=,516976,517776
813*184=,149892,149592
326*815=,266890,265690
782*439=,342998,343298
108*421=,044868,045468
942*384=,361328,361728
961*894=,859034,859134
445*441=,196845,196245
451*756=,340156,340956
708*254=,180032,179832
669*918=,613042,614142
621*578=,358038,358938
949*891=,845059,845559
794*249=,197806,197706
315*641=,201115,201915
271*219=,059249,059349
407*710=,289970,288970
429*802=,343658,344058
104*503=,052912,052312
199*780=,154220,155220
275*298=,082550,081950
643*733=,470019,471319
425*592=,251200,251600
366*831=,304446,304146
449*634=,284866,284666
124*185=,023140,022940
757*331=,251067,250567
699*630=,441370,440370
915*913=,836195,835395
376*882=,331032,331632
464*445=,206080,206480
847*153=,129691,129591
679*756=,512924,513324
221*907=,200047,200447
967*192=,185564,185664
795*182=,144590,144690
332*837=,277084,277884
971*713=,692623,692323
656*539=,353684,353584
453*907=,410071,410871
992*833=,826936,826336
992*239=,237988,237088
796*461=,366056,366956
914*529=,483806,483506
282*944=,266608,266208
924*228=,210272,210672
395*857=,338615,338515
508*542=,275936,275336
643*914=,587902,587702
274*207=,056018,056718
195*327=,063865,063765
342*743=,254006,254106
395*654=,258830,258330
769*846=,650074,650574
579*391=,226089,226389
533*899=,479667,479167
146*579=,085034,084534
594*263=,155022,156222
846*527=,445042,445842
263*426=,112838,112038
679*899=,609121,610421
902*293=,264086,264286
239*203=,048617,048517
285*378=,107030,107730
406*992=,403152,402752
460*650=,309000,299000
738*260=,192680,191880
462*634=,292308,292908
295*970=,285150,286150
821*255=,209655,209355
802*151=,120702,121102
115*876=,100040,100740
538*425=,228850,228650
532*352=,187064,187264
301*504=,152104,151704
914*928=,847392,848192
777*895=,695115,695415
924*665=,614160,614460
682*509=,346838,347138
851*423=,359673,359973
967*802=,775034,775534
856*527=,450212,451112
404*934=,376536,377336
469*617=,289973,289373
797*963=,767911,767511
993*497=,493021,493521
575*704=,405900,404800
825*385=,318125,317625
875*216=,189900,189000
642*919=,589898,589998
874*722=,631228,631028
205*562=,114810,115210
375*591=,221125,221625
281*890=,249090,250090
215*502=,108030,107930
667*707=,470069,471569
734*713=,524442,523342
817*354=,289818,289218
815*164=,134160,133660
330*855=,281150,282150
607*249=,151643,151143
812*949=,770088,770588
374*176=,065624,065824
344*931=,320464,320264
352*729=,257008,256608
448*851=,381148,381248
952*890=,848280,847280
468*285=,134180,133380
752*765=,575380,575280
357*131=,046067,046767
717*565=,405805,405105
406*388=,157728,157528
272*165=,044580,044880
643*205=,131115,131815
595*905=,537475,538475
115*709=,081935,081535
507*637=,323059,322959
603*880=,531640,530640
699*441=,307059,308259
628*719=,451232,451532
765*758=,580870,579870
787*293=,230191,230591
857*709=,606113,607613
115*286=,033190,032890
216*905=,195980,195480
856*144=,122264,123264
308*693=,213144,213444
646*110=,070060,071060
901*663=,598063,597363
342*915=,313430,312930
921*833=,768093,767193
431*792=,340652,341352
167*969=,162223,161823
650*666=,431900,432900
793*496=,393028,393328
302*584=,175568,176368
323*237=,076051,076551
292*659=,192028,192428
575*653=,375675,375475
654*376=,246104,245904
174*989=,172686,172086
807*726=,586082,585882
734*901=,661134,661334
782*862=,673684,674084
609*644=,393496,392196
528*694=,366832,366432
820*239=,196980,195980
619*381=,236039,235839
709*248=,176032,175832
466*563=,262158,262358
495*538=,266810,266310
888*689=,612132,611832
302*179=,054658,054058
253*413=,104689,104489
922*925=,852250,852850
516*845=,436120,436020
839*487=,408193,408593
914*255=,233170,233070
624*303=,188872,189072
818*275=,224850,224950
617*905=,559285,558385
649*178=,115022,115522
785*298=,233530,233930
401*108=,042708,043308
946*987=,934002,933702
937*967=,905979,906079
412*277=,114224,114124
172*892=,153024,153424
611*843=,514173,515073
865*382=,330830,330430
418*945=,394810,395010
295*613=,180335,180835
102*533=,054666,054366
185*443=,082055,081955
308*632=,195456,194656
218*294=,064692,064092
244*987=,240128,240828
517*418=,216006,216106
161*355=,057055,057155
197*367=,072599,072299
101*355=,036055,035855
496*234=,116464,116064
613*895=,548335,548635
969*220=,212180,213180
438*936=,409168,409968
166*232=,039112,038512
867*882=,764494,764694
843*892=,751456,751956
492*903=,444076,444276
824*407=,336068,335368
168*258=,043544,043344
366*281=,102046,102846
578*736=,426008,425408
834*114=,094676,095076
839*549=,460011,460611
458*536=,245088,245488
114*646=,073044,073644
414*185=,076390,076590
382*803=,306146,306746
206*652=,134112,134312
528*473=,249844,249744
576*104=,059504,059904
572*984=,562048,562848
331*307=,102617,101617
709*146=,104614,103514
101*244=,024744,024644
153*927=,142631,141831
605*514=,310570,310970
478*782=,373396,373796
999*416=,415184,415584
725*954=,692850,691650
707*738=,521866,521766
634*969=,613846,614346
455*578=,263890,262990
425*239=,101675,101575
112*685=,076020,076720
139*371=,051169,051569
334*838=,279492,279892
411*425=,174175,174675
306*337=,103822,103122
898*554=,496892,497492
235*113=,026055,026555
187*552=,103024,103224
405*257=,105685,104085
708*481=,341148,340548
624*604=,376096,376896
298*343=,102014,102214
172*279=,048688,047988
586*538=,315668,315268
443*815=,361445,361045
791*685=,542035,541835
304*185=,055140,056240
861*538=,462318,463218
802*544=,436088,436288
524*213=,111812,111612
604*477=,288008,288108
914*213=,194182,194682
288*734=,210192,211392
619*695=,430005,430205
114*885=,101190,100890
751*998=,749098,749498
995*903=,898085,898485
582*949=,552818,552318
490*997=,489530,488530
617*471=,290507,290607
199*486=,097814,096714
333*634=,210522,211122
754*754=,569316,568516
606*436=,264416,264216
185*917=,169345,169645
653*745=,485685,486485
960*486=,467560,466560
807*132=,106324,106524
227*101=,022727,022927
176*235=,041060,041360
871*534=,464014,465114
610*416=,254760,253760
864*614=,530096,530496
414*733=,303862,303462
748*306=,229088,228888
827*992=,821284,820384
477*259=,123143,123543
632*130=,081160,082160
812*253=,206836,205436
371*629=,233059,233359
824*577=,475048,475448
804*247=,199088,198588
868*705=,611140,611940
178*656=,116168,116768
229*347=,079663,079463
983*668=,656344,656644
746*834=,621964,622164
546*597=,326662,325962
322*888=,285336,285936
916*701=,641816,642116
403*738=,296914,297414
510*257=,130070,131070
522*341=,178602,178002
944*425=,401000,401200
421*177=,074017,074517
249*898=,223502,223602
329*206=,067674,067774
592*107=,063944,063344
266*743=,197838,197638
118*173=,020114,020414
286*238=,068168,068068
637*298=,190026,189826
237*854=,202698,202398
713*389=,277057,277357
589*301=,176989,177289
725*888=,643900,643800
617*354=,219018,218418
847*815=,690805,690305
425*531=,225775,225675
176*562=,099512,098912
994*157=,156158,156058
578*858=,496124,495924
155*623=,096865,096565
159*689=,109651,109551
281*765=,214065,214965
727*843=,613061,612861
367*881=,323427,323327
508*594=,301352,301752
799*779=,622821,622421
816*778=,634048,634848
675*696=,469900,469800
473*465=,220145,219945
406*901=,366406,365806
905*153=,138865,138465
644*641=,412004,412804
382*648=,248336,247536
902*923=,831646,832546
655*996=,652080,652380
377*635=,240195,239395
354*552=,194208,195408
563*326=,183638,183538
183*369=,067827,067527
335*722=,242070,241870
845*598=,506010,505310
531*290=,154990,153990
966*387=,374442,373842
225*915=,206375,205875
888*742=,658296,658896
391*141=,055031,055131
172*663=,113936,114036
926*634=,587884,587084
188*474=,089712,089112
265*583=,154895,154495
135*798=,108330,107730
764*257=,196148,196348
251*159=,040009,039909
464*473=,219072,219472
193*419=,080067,080867
777*176=,136152,136752
815*745=,606175,607175
111*707=,079977,078477
878*948=,832544,832344
689*642=,442838,442338
473*842=,398866,398266
478*122=,058816,058316
666*131=,086846,087246
501*776=,388676,388776
471*802=,377642,377742
158*448=,071784,070784
333*903=,300099,300699
119*214=,025166,025466
319*349=,111031,111331
902*889=,801178,801878
229*781=,179049,178849
643*962=,618066,618566
788*229=,180652,180452
763*513=,391119,391419
372*572=,212184,212784
357*793=,282601,283101
173*408=,070084,070584
386*734=,283124,283324
412*509=,209908,209708
292*894=,261648,261048
808*966=,780328,780528
791*469=,370379,370979
477*341=,162157,162657
863*915=,789845,789645
329*956=,314124,314524
795*663=,527885,527085
181*131=,024011,023711
642*267=,171614,171414
524*641=,335184,335884
569*457=,260133,260033
542*663=,358246,359346
903*212=,190936,191436
668*546=,364528,364728
232*645=,149340,149640
514*749=,385886,384986
893*722=,644846,644746
979*537=,526623,525723
136*676=,091536,091936
142*305=,043010,043310
942*393=,370506,370206
964*123=,118872,118572
867*547=,474049,474249
593*926=,549018,549118
222*797=,177034,176934
309*409=,126081,126381
257*132=,034324,033924
643*164=,105852,105452
971*876=,850196,850596
233*848=,197084,197584
138*854=,118052,117852
256*735=,188060,188160
465*673=,312145,312945
206*922=,190532,189932
648*337=,218676,218376
481*960=,462760,461760
239*418=,099802,099902
686*113=,077318,077518
126*654=,082804,082404
419*526=,220094,220394
493*927=,456011,457011
326*913=,297838,297638
428*497=,213016,212716
972*581=,565132,564732
374*411=,154014,153714
977*624=,609848,609648
663*492=,326396,326196
286*716=,204576,204776
394*309=,121446,121746
934*128=,119352,119552
466*278=,130548,129548
309*436=,134524,134724
632*414=,262048,261648
906*641=,580046,580746
533*188=,100004,100204
714*211=,151154,150654
872*295=,257340,257240
801*849=,679849,680049
387*434=,168158,167958
724*703=,509872,508972
562*394=,221028,221428
262*947=,248814,248114
132*219=,028708,028908
936*703=,657508,658008
233*821=,191193,191293
394*472=,185768,185968
218*496=,108328,108128
156*943=,147608,147108
592*971=,575532,574832
471*840=,396640,395640
166*262=,043692,043492
662*113=,074106,074806
871*306=,266426,266526
219*594=,129386,130086
367*697=,255899,255799
558*769=,429002,429102
857*222=,189654,190254
127*756=,096112,096012
327*945=,309815,309015
959*907=,869013,869813
685*691=,473635,473335
195*124=,024980,024180
172*519=,089768,089268
837*323=,270051,270351
145*637=,091865,092365
457*497=,227729,227129
426*264=,112664,112464
159*487=,077633,077433
950*904=,859800,858800
685*251=,171135,171935
425*418=,177850,177650
269*229=,061201,061601
994*823=,819962,818062
707*984=,696388,695688
867*564=,489388,488988
220*894=,197680,196680
407*541=,220887,220187
638*887=,565106,565906
679*596=,404984,404684
319*466=,148054,148654
786*552=,434072,433872
731*679=,496049,496349
746*206=,153076,153676
657*316=,207812,207612
875*965=,843375,844375
597*264=,156808,157608
807*644=,519008,519708
633*812=,514096,513996
370*637=,236690,235690
597*284=,169948,169548
534*846=,451164,451764
341*163=,055083,055583
868*748=,649064,649264
789*768=,606852,605952
955*323=,308665,308465
269*314=,084366,084466
349*869=,302881,303281
225*411=,092675,092475
144*299=,043356,043056
983*244=,240152,239852
255*507=,129685,129285
716*686=,490576,491176
949*409=,388641,388141
852*472=,401144,402144
827*903=,746081,746781
876*781=,684056,684156
162*571=,091502,092502
201*190=,036190,038190
884*250=,220000,221000
392*686=,269912,268912
815*477=,389855,388755
217*462=,100054,100254
757*377=,286089,285389
984*875=,860100,861000
687*652=,448024,447924
587*548=,321076,321676
899*518=,465182,465682
147*521=,076687,076587
652*696=,454392,453792
432*283=,122056,122256
325*368=,119800,119600
644*839=,540116,540316
485*581=,282185,281785
524*128=,067672,067072
321*884=,283664,283764
978*685=,670130,669930
257*372=,095004,095604
404*284=,115536,114736
205*956=,196980,195980
152*614=,093128,093328
770*496=,382920,381920
174*247=,043978,042978
591*131=,077021,077421
148*232=,034936,034336
311*459=,143049,142749
193*289=,055177,055777
477*396=,188592,188892
257*758=,194006,194806
543*313=,170059,169959
885*735=,649475,650475
693*750=,520750,519750
343*104=,035072,035672
663*198=,131074,131274
176*954=,168704,167904
407*356=,145092,144892
683*154=,104082,105182
313*966=,302858,302358
945*185=,174325,174825
471*481=,226651,226551
939*644=,603816,604716
889*219=,195391,194691
143*177=,025611,025311
226*406=,091156,091756
113*206=,023178,023278
696*892=,621632,620832
692*742=,513664,513464
967*858=,829086,829686
699*662=,462038,462738
342*912=,312904,311904
204*579=,117916,118116
331*138=,045278,045678
722*926=,669972,668572
639*518=,330602,331002
705*703=,496115,495615
766*642=,491472,491772
267*603=,161801,161001
115*226=,025890,025990
167*603=,100001,100701
226*237=,053162,053562
708*748=,529184,529584
283*823=,233009,232909
267*572=,152524,152724
788*929=,732552,732052
791*340=,269940,268940
163*567=,091821,092421
288*611=,176068,175968
384*322=,123048,123648
887*875=,775325,776125
728*771=,560188,561288
772*145=,111540,111940
963*869=,837947,836847
244*559=,136496,136396
278*935=,260130,259930
553*851=,469603,470603
436*895=,389720,390220
548*663=,363024,363324
491*256=,125096,125696
258*562=,144196,144996
114*625=,071150,071250
369*325=,119625,119925
884*607=,536188,536588
157*309=,048613,048513
662*689=,456218,456118
535*403=,215805,215605
433*143=,061019,061919
228*657=,149896,149796
201*663=,132163,133263
653*882=,576746,575946
542*177=,096034,095934
132*934=,122288,123288
663*993=,658059,658359
547*662=,361614,362114
758*225=,170250,170550
459*475=,218125,218025
305*236=,071780,071980
447*432=,193004,193104
445*207=,091815,092115
452*891=,402632,402732
967*719=,696373,695273
965*307=,296155,296255
626*793=,496018,496418
589*510=,301390,300390
715*730=,522950,521950
454*588=,267152,266952
524*207=,108968,108468
567*716=,406072,405972
530*164=,087920,086920
327*212=,069624,069324
170*909=,153530,154530
314*128=,040592,040192
478*469=,224082,224182
404*341=,137664,137764
788*817=,644396,643796
230*566=,129180,130180
445*713=,316685,317285
983*201=,197083,197583
322*297=,095334,095634
383*217=,082611,083111
559*319=,178621,178321
698*401=,279998,279898
417*577=,240509,240609
885*554=,490190,490290
489*422=,206858,206358
651*834=,543134,542934
614*167=,102838,102538
249*471=,118079,117279
787*299=,235113,235313
820*252=,207640,206640
403*602=,242006,242606
953*736=,701808,701408
357*575=,205375,205275
215*804=,172960,172860
175*477=,083175,083475
775*827=,640625,640925
235*526=,123810,123610
115*711=,082665,081765
113*727=,082851,082151
742*231=,171002,171402
869*859=,746371,746471
209*194=,040046,040546
723*477=,345271,344871
463*222=,102686,102786
869*615=,534135,534435
963*744=,716072,716472
767*782=,599994,599794
166*773=,128818,128318
422*352=,148144,148544
369*452=,166088,166788
569*698=,397062,397162
759*643=,486637,488037
187*398=,074626,074426
637*819=,521803,521703
719*646=,464074,464474
740*807=,598180,597180
229*603=,138687,138087
124*521=,064004,064604
649*866=,561134,562034
290*585=,170650,169650
966*731=,706846,706146
663*109=,071167,072267
537*926=,497162,497262
636*106=,067616,067416
987*748=,738076,738276
311*214=,066154,066554
654*529=,345066,345966
919*314=,289166,288566
385*702=,270170,270270
382*168=,063776,064176
651*388=,253188,252588
344*864=,296416,297216
668*692=,462656,462256
157*607=,095699,095299
435*336=,146060,146160
466*402=,187532,187332
885*671=,593135,593835
602*497=,299094,299194
324*679=,219796,219996
884*250=,220000,221000
677*243=,164211,164511
532*246=,130672,130872
686*577=,396122,395822
485*955=,463675,463175
644*931=,598864,599564
469*206=,096114,096614
624*504=,314096,314496
961*288=,276868,276768
447*514=,229858,229758
119*424=,050156,050456
214*583=,124862,124762
734*404=,296136,296536
295*764=,224980,225380
513*984=,504892,504792
791*227=,180057,179557
726*424=,308624,307824
515*486=,250890,250290
612*252=,154024,154224
943*655=,616665,617665
612*739=,451968,452268
428*689=,295192,294892
931*822=,765082,765282
286*793=,226998,226798
618*110=,068980,067980
195*889=,174755,173355
103*842=,086826,086726
487*137=,066319,066719
152*832=,126864,126464
284*370=,104080,105080
664*102=,067528,067728
833*914=,761462,761362
376*158=,059008,059408
175*863=,151625,151025
365*746=,272090,272290
347*203=,070041,070441
932*342=,318544,318744
735*947=,695845,696045
660*627=,412820,413820
173*466=,080818,080618
449*327=,146023,146823
265*351=,092615,093015
394*733=,288302,288802
701*838=,588638,587438
223*521=,115683,116183
201*189=,038689,037989
218*996=,217328,217128
732*681=,498192,498492
989*315=,310635,311535
935*401=,374835,374935
308*252=,078816,077616
743*383=,285069,284569
430*342=,146060,147060
391*518=,202038,202538
474*282=,134068,133668
512*563=,288956,288256
981*576=,564056,565056
665*494=,328610,328510
769*874=,671306,672106
675*107=,071125,072225
884*874=,773016,772616
343*162=,055266,055566
286*614=,175204,175604
389*522=,203858,203058
353*432=,152696,152496
318*498=,158764,158364
133*224=,029892,029792
291*145=,042095,042195
822*149=,122878,122478
171*369=,063199,063099
841*680=,572880,571880
914*284=,259376,259576
524*263=,138812,137812
647*462=,298814,298914
172*418=,071496,071896
175*670=,116250,117250
141*774=,109634,109134
317*901=,286017,285617
829*993=,823097,823197
383*262=,099846,100346
812*881=,715672,715372
924*891=,823984,823284
622*239=,148858,148658
829*446=,370034,369734
268*269=,072292,072092
759*838=,636142,636042
382*272=,103104,103904
418*237=,098866,099066
146*731=,107326,106726
707*909=,643963,642663
617*674=,416058,415858
112*629=,070048,070448
133*594=,079302,079002
938*890=,835820,834820
504*486=,244744,244944
906*541=,490046,490146
865*663=,573895,573495
341*591=,201031,201531
932*204=,190528,190128
915*271=,248865,247965
953*206=,196818,196318
433*471=,204643,203943
785*906=,710810,711210
167*695=,115365,116065
421*123=,052683,051783
583*353=,205099,205799
506*989=,499934,500434
655*908=,594040,594740
133*132=,017656,017556
591*881=,521371,520671
146*552=,080192,080592
585*527=,308695,308295
273*841=,229093,229593
644*537=,345128,345828
975*529=,515175,515775
613*376=,230388,230488
937*213=,199881,199581
716*498=,357568,356568
752*264=,198128,198528
375*606=,227850,227250
282*350=,099700,098700
740*412=,305880,304880
525*135=,071375,070875
417*338=,140646,140946
939*275=,258125,258225
154*745=,114630,114730
470*466=,218020,219020
988*898=,886424,887224
793*286=,226898,226798
756*985=,744060,744660
668*549=,366832,366732
739*676=,499964,499564
367*683=,250261,250661
222*684=,152048,151848
476*156=,074056,074256
613*683=,418879,418679
393*328=,129004,128904
171*216=,037436,036936
239*732=,175048,174948
756*335=,253860,253260
657*184=,120388,120888
227*762=,173674,172974
777*954=,741658,741258
533*396=,210068,211068
303*709=,214127,214827
569*608=,346052,345952
803*696=,558388,558888
914*397=,363858,362858
713*987=,703831,703731
802*652=,522704,522904
352*657=,230164,231264
213*317=,067821,067521
533*897=,478001,478101
578*165=,095070,095370
239*782=,186998,186898
218*404=,088272,088072
954*784=,749336,747936
638*866=,552308,552508
809*476=,384584,385084
408*468=,191544,190944
999*837=,835663,836163
657*295=,193115,193815
676*888=,600088,600288
865*407=,352955,352055
533*625=,332225,333125
591*855=,505005,505305
553*891=,491623,492723
932*902=,839264,840664
354*656=,231224,232224
755*774=,584670,584370
889*578=,513142,513842
803*985=,791855,790955
223*424=,094852,094552
277*396=,109592,109692
635*312=,198020,198120
346*921=,319666,318666
906*279=,253074,252774
421*695=,292395,292595
329*145=,047005,047705
736*692=,509112,509312
942*693=,652906,652806
891*832=,740612,741312
746*292=,217232,217832
366*879=,321014,321714
359*836=,300024,300124
310*434=,133540,134540
730*141=,103930,102930
325*683=,221275,221975
548*328=,179544,179744
246*870=,213020,214020
689*563=,386807,387907
725*303=,219975,219675
868*892=,775056,774256
763*143=,109809,109109
397*348=,138056,138156
235*938=,220130,220430
319*647=,206893,206393
732*875=,640200,640500
919*767=,704973,704873
991*122=,120502,120902
949*629=,596121,596921
354*954=,338316,337716
311*948=,294128,294828
884*966=,853744,853944
115*687=,078805,079005
202*689=,138878,139178
711*246=,175006,174906
244*241=,058604,058804
394*723=,284962,284862
338*799=,269862,270062
938*342=,320996,320796
775*567=,439925,439425
585*924=,541140,540540
819*905=,740695,741195
419*680=,285920,284920
123*198=,024554,024354
142*879=,124218,124818
758*580=,440640,439640
967*149=,144883,144083
782*541=,422062,423062
962*883=,850146,849446
251*975=,244125,244725
273*317=,086041,086541
879*492=,432968,432468
806*415=,334190,334490
835*553=,460155,461755
442*875=,386850,386750
973*485=,471605,471905
802*536=,430272,429872
852*169=,144788,143988
301*464=,139564,139664
215*658=,141870,141470
429*303=,129687,129987
223*513=,114699,114399
294*835=,245190,245490
937*759=,710683,711183
689*911=,628079,627679
891*662=,589542,589842
693*915=,633095,634095
790*917=,725430,724430
357*525=,187625,187425
313*936=,292868,292968
332*266=,088112,088312
111*267=,029037,029637
896*896=,805216,802816
247*466=,114802,115102
840*649=,544160,545160
733*537=,393021,393621
822*488=,400136,401136
616*257=,158212,158312
410*927=,379070,380070
288*931=,268228,268128
172*457=,079604,078604
876*365=,319040,319740
962*262=,251444,252044
747*676=,505972,504972
414*208=,086912,086112
199*372=,074228,074028
724*842=,610208,609608
235*937=,219295,220195
399*124=,049876,049476
406*107=,043042,043442
801*871=,699171,697671
608*727=,441016,442016
162*523=,084626,084726
162*183=,030146,029646
223*663=,147049,147849
351*363=,127613,127413
581*223=,128663,129563
991*909=,900019,900819
904*417=,376668,376968
764*823=,628872,628772
508*134=,068272,068072
169*956=,161164,161564
720*443=,319960,318960
348*375=,130200,130500
877*265=,231205,232405
245*589=,144005,144305
290*966=,279140,280140
735*777=,571195,571095
482*730=,352860,351860
657*245=,160665,160965
126*193=,024818,024318
212*185=,039020,039220
652*186=,121072,121272
903*539=,486617,486717
568*393=,223324,223224
237*897=,212689,212589
365*295=,106175,107675
366*483=,176878,176778
144*509=,074696,073296
819*398=,326762,325962
852*478=,407056,407256
636*867=,551212,551412
451*297=,134047,133947
457*407=,186099,185999
550*903=,497650,496650
999*305=,304095,304695
156*231=,036836,036036
994*941=,935054,935354
160*243=,039880,038880
312*331=,102872,103272
869*927=,805963,805563
384*332=,127088,127488
598*678=,404844,405444
294*393=,114942,115542
620*637=,395940,394940
861*847=,728867,729267
339*466=,158074,157974
108*383=,041664,041364
967*698=,675766,674966
609*297=,180073,180873
524*262=,137888,137288
329*515=,169635,169435
666*555=,369830,369630
465*901=,418065,418965
602*151=,091102,090902
658*239=,157162,157262
217*677=,146009,146909
954*530=,506620,505620
418*118=,049824,049324
218*205=,044590,044690
754*741=,558814,558714
669*827=,553063,553263
642*299=,192058,191958
957*851=,814007,814407
113*536=,061168,060568
254*379=,096166,096266
852*201=,171052,171252
532*842=,447544,447944
